40
Device Source:1001	USB2+H14197
810,49	3,17
810,8	4,6
811,109	3,79
811,418	-1,25
811,726	-0,12
812,035	3,09
812,344	-3,67
812,653	2
812,962	6,44
813,27	4,73
813,579	-2,46
813,887	-0,12
814,196	-8,27
814,504	0,21
814,813	-0,13
815,121	1,9
815,43	-4,06
815,738	2,46
816,046	0,22
816,354	8,4
816,662	4,8
816,97	0,22
817,278	5,97
817,586	-0,13
817,894	-3,17
818,202	1,84
818,51	2,43
818,817	5,71
819,125	0,6
819,433	-3,85
819,74	-5,33
820,048	-2,96
820,355	-3,66
820,663	3,65
820,97	0,24
821,277	8,06
821,584	-0,33
821,892	4,3
822,199	-0,93
822,506	10,52
822,813	4,69
823,12	1,42
823,427	-1,74
823,734	7,96
824,041	1,61
824,347	-4,34
824,654	-3,97
824,961	-1,38
825,267	5,16
825,574	5,36
825,88	2,73
826,187	9,28
826,493	1,92
826,8	-2,87
827,106	-2,72
827,412	0,69
827,718	3,68
828,024	-1,66
828,331	0,49
828,637	3,99
828,943	-0,59
829,248	-4,14
829,554	6,42
829,86	12,26
830,166	3,02
830,472	1,66
830,777	3,65
831,083	-1,55
831,388	2,98
831,694	-0,4
831,999	3,32
832,305	0,52
832,61	2,9
832,915	4,76
833,221	-1,14
833,526	0,06
833,831	-8,72
834,136	-4,73
834,441	0,78
834,746	-0,89
835,051	8,75
835,356	2,78
835,661	4,48
835,965	10,36
836,27	7,13
836,575	4,85
836,879	1,34
837,184	3,62
837,488	6,45
837,793	6,01
838,097	1,35
838,402	-1,25
838,706	7,33
839,01	6,96
839,314	1,9
839,618	-2,33
839,922	-3,15
840,226	1,69
840,53	-3,16
840,834	7,74
841,138	1,45
841,442	1,46
841,746	-3,29
842,049	4,82
842,353	-0,21
842,657	3,19
842,96	4,57
843,264	8,84
843,567	-1,66
843,87	6,99
844,174	10,83
844,477	-4,64
844,78	1,26
845,083	-5,03
845,386	4,27
845,689	6,58
845,992	0,69
846,295	4,14
846,598	-1,15
846,901	-8,75
847,204	-0,88
847,507	1,66
847,809	-8,11
848,112	2,92
848,414	-3,18
848,717	0,08
849,019	-4,11
849,322	12,83
849,624	12,66
849,926	-0,24
850,229	-1,23
850,531	-3,47
850,833	-0,59
851,135	-4,95
851,437	-9,62
851,739	-2,96
852,041	-4,68
852,343	-3,01
852,645	-7,95
852,946	0,78
853,248	4,61
853,55	3,22
853,851	-4,27
854,153	1,87
854,454	13,78
854,756	7,33
855,057	8,65
855,358	0,46
855,66	6,66
855,961	8,23
856,262	1,19
856,563	-9
856,864	2
857,165	-5,55
857,466	-2,22
857,767	5,87
858,068	4,35
858,369	11,68
858,669	-9,84
858,97	11,32
859,271	4,44
859,571	7,32
859,872	11,34
860,172	4,58
860,473	-0,69
860,773	5,05
861,073	-9,08
861,374	3,02
861,674	0,52
861,974	12,52
862,274	-3,69
862,574	1,8
862,874	11,59
863,174	5,4
863,474	2,69
863,773	7,13
864,073	5,79
864,373	7,62
864,673	14,14
864,972	6,41
865,272	12,33
865,571	-12,93
865,871	7,04
866,17	-3,13
866,469	-6,98
866,768	1,05
867,068	5,4
867,367	-1,31
867,666	-1,32
867,965	0,12
868,264	3,03
868,563	8,28
868,862	-0,88
869,161	24,36
869,459	-0,38
869,758	15,77
870,057	-3,46
870,355	10,83
870,654	10,21
870,952	20,19
871,251	-1,43
871,549	2,19
871,847	4,32
872,146	10,86
872,444	9,31
872,742	0,14
873,04	19,74
873,338	-10,9
873,636	16,88
873,934	15,77
874,232	-0,99
874,53	-3,27
874,828	1,82
875,125	-1,02
875,423	1,9
875,721	9,67
876,018	-5,87
876,316	35,79
876,613	-2,21
876,911	11,03
877,208	-4,7
877,505	4,43
877,803	-9,67
878,1	15,66
878,397	-13,02
878,694	6,5
878,991	-9,98
879,288	18,18
879,585	18,37
879,882	6,09
880,178	-5,2
880,475	6,87
880,772	15,13
881,068	5
881,365	-9,32
881,662	18,5
881,958	-1,83
882,254	-6,09
882,551	12,84
882,847	-5,37
883,143	-4,74
883,439	-1,26
883,736	-0,54
884,032	-4,16
884,328	-12,88
884,624	0,18
884,92	-18,96
885,215	9,74
885,511	6,03
885,807	0,19
886,103	-6,67
886,398	23,13
886,694	-4,32
886,989	10,84
887,285	4,69
887,58	3,33
887,876	-11,82
888,171	-1,36
888,466	2,56
888,761	-12,42
889,056	-8,51
889,352	15,25
889,647	-8,02
889,941	-2,21
890,236	-17,7
890,531	-1,4
890,826	19,12
891,121	19,14
891,415	19,14
